,Título,Nome da Rua,Número,Bairro,Cidade,Preço,Taxa Cond,Total Mensal,Área,Quartos,Banheiros,Garagens
763,Cidade jardim,Rua 3200  Centro,,,Balneário Camboriú,3300.0,,,145.0,3,4,3
764,Apartamento diferenciado,Rua Érico Veríssimo,65,Praia dos Amores,Balneário Camboriú,1350.0,700.0,2050.0,100.0,2,3,2
765,4 suítes,Endereço não disponível  Centro,,,Balneário Camboriú,8400.0,,,237.0,4,5,2
766,Apartamento diferenciado,Rua 3100  Centro,,,Balneário Camboriú,3050.0,,,271.0,4,3,2
767,Linda casa,Avenida Rodesindo Pavan,7201,Praia do Estaleiro,Balneário Camboriú,8500.0,1780.0,10280.0,0.0,0,0,0
768,Casa alto,Endereço não disponível  Praia das Taquaras,,,Balneário Camboriú,3000.0,,,350.0,3,5,3
769,Apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,850.0,550.0,1400.0,75.0,2,2,1
770,Residencial plaza,Rua Áustria  Nações,,,Balneário Camboriú,1009.0,,,81.0,3,2,2
771,Apartamento,Rua Isidoro Caetano,99,Pioneiros,Balneário Camboriú,1920.0,700.0,2620.0,106.0,3,3,2
772,Apartamento á,Rua 3100,448,Centro,Balneário Camboriú,2650.0,,,146.0,4,3,3
773,Torre d',Endereço não disponível  Centro,,,Balneário Camboriú,3300.0,1146.0,4446.0,160.0,3,1,2
774,Grandioso infinity,Rua Julieta Lins,32,Pioneiros,Balneário Camboriú,6500.0,1500.0,8000.0,165.0,3,4,3
775,Sala,Rua Arthur Max Dôose,153,Pioneiros,Balneário Camboriú,500.0,669.0,1169.0,0.0,0,0,0
776,Olympo tower,Endereço não disponível  Pontal Norte,,,Balneário Camboriú,3180.0,,,132.0,4,3,3
777,Apartamento,Endereço não disponível  Nações,,,Balneário Camboriú,580.0,,,78.0,3,2,1
778,Cobertura,Avenida 3ª Avenida,131,Centro,Balneário Camboriú,3450.0,,,210.0,3,4,3
779,Casa beira,Avenida Rodesindo Pavan,155,Praia do Estaleiro,Balneário Camboriú,25000.0,2150.0,27150.0,550.0,5,6,6
780,Terreno,Avenida Rodesindo Pavan  Praia do Estaleirinho,,,Balneário Camboriú,140000.0,,,0.0,0,0,0
781,Lindo apto,Endereço não disponível  Barra Norte,,,Balneário Camboriú,5995.0,1300.0,7295.0,228.0,4,5,3
782,Apartamento vista,Endereço não disponível  Centro,,,Balneário Camboriú,1550.0,,,125.0,2,2,1
783,Sobrado,Endereço não disponível  Praia dos Amores,,,Balneário Camboriú,2100.0,,,190.0,3,4,4
784,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,6200.0,,,264.0,4,6,3
785,Excelente sobrado,Rua 1500  Centro,,,Balneário Camboriú,1890.0,,,180.0,3,3,1
786,Cobertura,Rua Cecília Meireles,176,Praia dos Amores,Balneário Camboriú,1750.0,,,135.0,2,4,2
787,Apartamento,Avenida Brasil,3551,Centro,Balneário Camboriú,3090.0,973.0,4063.0,0.0,0,0,0
788,Apartamento no,Avenida Brasil  Centro,,,Balneário Camboriú,3300.0,1100.0,4400.0,152.0,3,5,4
789,Oportunidade: apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,900.0,900.0,1800.0,120.0,3,3,1
790,Apartamento: vista,Endereço não disponível  Pioneiros,,,Balneário Camboriú,8450.0,,,164.0,3,3,4
791,3 suítes,Endereço não disponível  Centro,,,Balneário Camboriú,2750.0,,,140.0,3,4,3
792,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3137.0,,,172.0,3,3,2
793,Casa suspensa,Endereço não disponível  Centro,,,Balneário Camboriú,6818.0,,,311.0,5,6,4
794,Apartamento para,Rua 3900,155,Barra Sul,Balneário Camboriú,4250.0,,,151.0,4,5,3
795,Apartamento,Avenida do Estado Dalmo Vieira,4295,Centro,Balneário Camboriú,1160.0,,,69.0,2,2,1
796,Terreno a,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,15000.0,,,0.0,0,0,0
797,Excelente loja,Rua 1201,432,Centro,Balneário Camboriú,1481.0,,,0.0,0,0,0
798,Apartamento no,Endereço não disponível  Centro,,,Balneário Camboriú,10250.0,,,370.0,4,5,3
799,Apartamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,1500.0,,,150.0,4,6,2
800,Apartamento,Avenida do Estado Dalmo Vieira,195,Praia dos Amores,Balneário Camboriú,982.0,,,63.0,2,2,1
801,Apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,16000.0,,,478.0,4,5,4
802,Apartamento novo,Endereço não disponível  Centro,,,Balneário Camboriú,1170.0,,,90.0,2,2,1
803,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,100000.0,,,0.0,0,0,0
804,03 suíte,Rua 101,30,Centro,Balneário Camboriú,3090.0,1250.0,4340.0,122.0,3,3,3
805,Incrível apt,Endereço não disponível  Centro,,,Balneário Camboriú,7800.0,,,574.0,4,6,7
806,Apartamento 4,Excelente Apartamento Com Marina Exclusiva!  Centro,,,Balneário Camboriú,3328.0,,,185.0,4,5,3
807,Apartamento,Atlântica,5553,Barra Sul,Balneário Camboriú,3990.0,1200.0,5190.0,115.0,2,3,2
808,Casa,Cruz E Souza,198,Praia dos Amores,Balneário Camboriú,2200.0,,,175.0,3,4,2
809,Empreendimento alto,Endereço não disponível  Praia do Estaleiro,,,Balneário Camboriú,3240.0,,,300.0,3,4,4
810,Apartamento,Rua 2850,268,Centro,Balneário Camboriú,2763.0,,,227.0,3,3,2
811,Apartamento residencial,Rua 1201,400,Centro,Balneário Camboriú,2970.0,,,0.0,0,0,0
812,Lançamento alto,Endereço não disponível  Barra Sul,,,Balneário Camboriú,4510.0,,,194.0,4,6,3
813,Apartamento no,Endereço não disponível  Barra Sul,,,Balneário Camboriú,10000.0,1900.0,11900.0,184.0,3,4,3
814,More,Endereço não disponível  Barra Sul,,,Balneário Camboriú,9300.0,,,237.0,5,5,4
815,Pousada,Rua Figueira  Praia das Taquaras,,,Balneário Camboriú,11700.0,,,0.0,0,0,0
816,Apartamento,Rua Caboclinho,74,Ariribá,Balneário Camboriú,689.0,,,0.0,0,0,0
817,Apartamento,Rua 800,144,Centro,Balneário Camboriú,5700.0,1000.0,6700.0,137.0,3,4,5
818,Ap mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,1500.0,500.0,2000.0,92.0,2,3,2
819,Barra norte,Endereço não disponível  Barra Norte,,,Balneário Camboriú,1835.0,,,170.0,3,4,2
820,Villa serena,Endereço não disponível  Centro,,,Balneário Camboriú,4990.0,,,325.0,4,4,3
821,Apartamento no,Rua 3140,202,Centro,Balneário Camboriú,2500.0,,,149.0,4,3,3
822,Alto padrão,Endereço não disponível  Barra Sul,,,Balneário Camboriú,9898.0,,,194.0,4,5,4
823,Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,3800.0,,,167.0,4,5,3
824,Quadra mar,Endereço não disponível  Barra Sul,,,Balneário Camboriú,950.0,,,90.0,3,1,1
825,Apartamento,Rua 3750,39,Centro,Balneário Camboriú,990.0,,,85.0,2,2,1
826,Ponto comercial,Avenida Atlântica,1850,Centro,Balneário Camboriú,690.0,1100.0,1790.0,180.0,1,1,1
827,Apartamento mobiliado,Rua Alvin Bauer,255,Centro,Balneário Camboriú,2200.0,,,136.0,3,4,2
828,Sobrado,Rua Jamaica,797,Nações,Balneário Camboriú,1300.0,,,180.0,3,2,2
829,Apartamento frente,Endereço não disponível  Centro,,,Balneário Camboriú,900.0,0.0,900.0,0.0,0,0,0
830,Prédio,Beira Rio,1333,Centro,Balneário Camboriú,,,,0.0,0,0,0
831,Apartamento 4,Endereço não disponível  Pioneiros,,,Balneário Camboriú,3000.0,,,149.0,4,4,2
832,Apartamento,Rua Alvin Bauer,159,Centro,Balneário Camboriú,4242.0,,,143.0,4,1,3
833,Apartamento,Rua Islândia,71,Nações,Balneário Camboriú,550.0,400.0,950.0,65.0,2,2,1
834,Cobertura,Rua 3700,415,Barra Sul,Balneário Camboriú,7750.0,1200.0,8950.0,240.0,3,3,4
835,Apartamento,Avenida Atlântica,1593,Centro,Balneário Camboriú,5000.0,2000.0,7000.0,140.0,4,2,1
836,Alto padrão,Rua 620  Centro,,,Balneário Camboriú,1990.0,,,133.0,4,4,3
837,Excelente oportunidade,Rua A  Nova Esperança,,,Balneário Camboriú,445.0,,,60.0,2,2,1
838,Sobrado,Rua José Francisco Corrêa,327,Nova Esperança,Balneário Camboriú,850.0,150.0,1000.0,120.0,3,1,2
839,Apartamento quadra,Endereço não disponível  Centro,,,Balneário Camboriú,2500.0,,,142.0,3,2,2
840,Icon residence,Endereço não disponível  Centro,,,Balneário Camboriú,1390.0,,,120.0,3,2,2
841,Casa em,Ivo Jose Rebello,610,Santa Regina,Balneário Camboriú,3000.0,1400.0,4400.0,500.0,4,4,2
842,Apartamento torre,Avenida Atlântica,400,Centro,Balneário Camboriú,6500.0,1900.0,8400.0,255.0,4,5,3
843,Casa 5,Rua 2000  Centro,,,Balneário Camboriú,2300.0,,,242.0,3,1,2
844,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1990.0,800.0,2790.0,0.0,0,0,0
845,| lançamento,Endereço não disponível  Centro,,,Balneário Camboriú,2200.0,,,263.0,3,4,2
846,Apartamento 3,Rua 3100,551,Centro,Balneário Camboriú,1690.0,580.0,2270.0,109.0,3,2,2
847,Apto frente,Endereço não disponível  Centro,,,Balneário Camboriú,5200.0,1600.0,6800.0,270.0,4,5,2
848,Casa,Agronomica,1091,Jardim Iate Clube,Balneário Camboriú,1300.0,,,170.0,2,1,2
849,Sauer residence,Endereço não disponível  Centro,,,Balneário Camboriú,2750.0,,,126.0,3,4,3
850,Lançamento,Rua 1910,91,Centro,Balneário Camboriú,5112.0,,,179.0,4,5,3
851,Apartamento frente,Avenida Atlântica,3066,Centro,Balneário Camboriú,2400.0,1020.0,3420.0,127.0,3,3,1
852,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3200.0,,,220.0,3,4,2
853,Apartamento quadra,Rua 3604,,Centro,Balneário Camboriú,1060.0,700.0,1760.0,90.0,2,3,1
854,Casa -,Endereço não disponível  Nações,,,Balneário Camboriú,2100.0,,,270.0,5,6,2
855,Centro |,Endereço não disponível  Centro,,,Balneário Camboriú,1790.0,,,224.0,3,2,2
856,Terreno,Endereço não disponível  Ariribá,,,Balneário Camboriú,1200.0,,,0.0,0,0,0
857,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1300.0,475.0,1775.0,116.0,4,3,1
858,Apartamento 4,Rua 1800,97,Centro,Balneário Camboriú,2200.0,1230.0,3430.0,170.0,2,4,2
859,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,5900.0,,,316.0,4,4,4
860,Apartamento,Avenida Atlântica  Centro,,,Balneário Camboriú,14490.0,,,230.0,4,4,4
861,Apartamento em,Rua Egidio Alfredo Crispim  Pioneiros,,,Balneário Camboriú,2200.0,,,135.0,3,3,3
862,Investidor! loft,Endereço não disponível  Centro,,,Balneário Camboriú,680.0,,,35.0,1,1,1
863,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,1500.0,,,0.0,0,0,0
864,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,5995.0,,,0.0,0,0,0
865,Apartamento 2,Rua 901,300,Centro,Balneário Camboriú,1454.0,,,82.0,2,3,1
866,Apartamento 3,Rua 2550  Centro,,,Balneário Camboriú,799.0,,,82.0,3,2,1
867,Apartamento a,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2150.0,0.0,2150.0,100.0,3,2,2
868,Smart living,Rua Dom Diniz  Vila Real,,,Balneário Camboriú,865.0,,,147.0,2,1,2
869,Lindo sobrado,Rua Dom Francisco,189,Vila Real,Balneário Camboriú,1300.0,,,180.0,3,5,2
870,Apartamento pioneiros,Rua Miguel Matte  Pioneiros,,,Balneário Camboriú,2400.0,,,0.0,0,0,0
871,Apartamento para,Avenida Atlântica  Centro,,,Balneário Camboriú,10880.0,,,184.0,4,1,3
872,Apartamento,Rua 2000,,Centro,Balneário Camboriú,585.0,,,55.0,1,1,1
873,Garden village,Endereço não disponível  Nações,,,Balneário Camboriú,1100.0,,,79.0,2,2,1
874,Edifício vintage,Rua 3100,628,Centro,Balneário Camboriú,1850.0,,,134.0,3,3,3
875,Oportunidade apto,Avenida Brasil,3400,Centro,Balneário Camboriú,4800.0,,,163.0,4,5,3
876,Apartamento,3500,150,Barra Sul,Balneário Camboriú,2800.0,800.0,3600.0,130.0,4,3,2
877,Apartamento em,Rua 1201,432,Centro,Balneário Camboriú,3524.0,,,175.0,4,1,3
878,Pronto para,Rua Alvin Bauer,100,Centro,Balneário Camboriú,8350.0,,,182.0,4,5,4
879,Terreno na,Endereço não disponível  Praia dos Amores,,,Balneário Camboriú,2200.0,,,0.0,0,0,0
880,Apartamento novo,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2950.0,,,253.0,4,5,2
881,Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,2100.0,,,186.0,3,4,2
882,1 quarto,Endereço não disponível  Centro,,,Balneário Camboriú,590.0,,,42.0,1,1,1
883,Apartamento,Rua 906  Centro,,,Balneário Camboriú,1450.0,740.0,2190.0,98.0,2,3,2
884,Apartamento garden,Rua 57  Centro,,,Balneário Camboriú,1250.0,780.0,2030.0,65.0,2,2,1
885,Apartamento,Rua Alvin Bauer,160,Centro,Balneário Camboriú,1400.0,650.0,2050.0,100.0,3,4,2
886,Casa,Rua 2300,330,Centro,Balneário Camboriú,3710.0,,,280.0,5,1,4
887,Apartamento decorado,Endereço não disponível  Centro,,,Balneário Camboriú,,,,82.0,1,1,1
888,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3900.0,,,197.0,3,3,2
889,Novo |,Endereço não disponível  Centro,,,Balneário Camboriú,1790.0,,,254.0,3,4,3
890,Apartamento mobiliado,Rua Alvin Bauer  Centro,,,Balneário Camboriú,2600.0,,,0.0,0,0,0
891,Apartamento,Rua Gralha Azul  Ariribá,,,Balneário Camboriú,1500.0,,,105.0,3,3,2
892,Apartamento,Rua Julieta Lins  Pioneiros,,,Balneário Camboriú,8400.0,,,182.0,3,5,4
893,Apartamento,Avenida Brasil,1458,Centro,Balneário Camboriú,6818.0,,,311.0,4,1,4
894,Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,8800.0,1400.0,10200.0,237.0,4,5,4
895,Oferta diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,690.0,,,130.0,2,1,1
896,Prédio,Avenida 3ª Avenida,90,Centro,Balneário Camboriú,,,,0.0,0,0,0
897,Moderna cobertura,Rua 3900  Centro,,,Balneário Camboriú,8900.0,,,310.0,4,5,8
898,Terreno 270m²,Endereço não disponível  Ariribá,,,Balneário Camboriú,900.0,,,0.0,0,0,0
899,Negócio,Endereço não disponível  Centro,,,Balneário Camboriú,180.0,,,0.0,0,0,0
900,Residencial l'essence,Endereço não disponível  Centro,,,Balneário Camboriú,2330.0,,,113.0,3,4,2
901,Apartamento 1,Rua México,151,Nações,Balneário Camboriú,519.0,350.0,869.0,57.0,1,1,1
902,Le parc,Rua 1011,11,Centro,Balneário Camboriú,3600.0,,,161.0,3,5,3
903,Icon residece,Avenida do Estado Dalmo Vieira,4295,Centro,Balneário Camboriú,1550.0,,,179.0,3,2,2
904,Excelente sala,Rua 2000,1415,Centro,Balneário Camboriú,729.0,,,0.0,0,0,0
905,Apartamento 3,Rua Paraguai,779,Nações,Balneário Camboriú,650.0,,,77.0,3,3,1
906,Quadra mar,Rua 1101  Centro,,,Balneário Camboriú,780.0,550.0,1330.0,75.0,2,1,1
907,Apartamento mobiliado,Rua Egidio Alfredo Crispim,55,Pioneiros,Balneário Camboriú,1690.0,,,0.0,0,0,0
908,Apartamento em,Endereço não disponível  Barra Sul,,,Balneário Camboriú,3800.0,,,134.0,3,3,2
909,Terreno,Endereço não disponível  Jardim Iate Clube,,,Balneário Camboriú,800.0,,,0.0,0,0,0
910,Projeto exclusivo,Endereço não disponível  Praia do Estaleiro,,,Balneário Camboriú,,,,365.0,3,4,4
911,Apartamento no,Altíssimo Padrão! Condições Facilitadas!  Pioneiros,,,Balneário Camboriú,5460.0,,,151.0,4,5,3
912,Ibiza towers,Avenida Atlântica  Centro,,,Balneário Camboriú,9878.0,1200.0,11078.0,238.0,4,5,4
913,Apartamento balneário,Rua 2400,441,Centro,Balneário Camboriú,1784.0,0.0,1784.0,150.0,3,4,2
914,Apartamento,Rua Julieta Lins,271,Barra Norte,Balneário Camboriú,7980.0,2000.0,9980.0,169.0,3,3,3
915,Apartamento frente,Avenida Atlântica,500,Centro,Balneário Camboriú,13500.0,1800.0,15300.0,251.0,4,5,4
916,Terreno,Endereço não disponível  Centro,,,Balneário Camboriú,9690.0,,,0.0,0,0,0
917,Yachthouse residence,Endereço não disponível  Barra Sul,,,Balneário Camboriú,6500.0,,,490.0,4,6,3
918,Apartamento,Rua 1061  Centro,,,Balneário Camboriú,1370.0,32.0,1402.0,121.0,2,2,1
919,Apartamento 4,Avenida Atlântica,770,Centro,Balneário Camboriú,11900.0,2600.0,14500.0,315.0,4,5,4
920,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,870.0,520.0,1390.0,112.0,3,2,1
921,Diferenciado 2,Endereço não disponível  Centro,,,Balneário Camboriú,750.0,,,126.0,2,2,1
922,Apartamento para,Av. Do Estado Dalmo Vieira 4295  Centro,,,Balneário Camboriú,1000.0,340.0,1340.0,68.0,2,1,1
923,Grand place,Rua 57,16,Centro,Balneário Camboriú,6200.0,,,321.0,5,6,3
924,Apto 3,Endereço não disponível  Centro,,,Balneário Camboriú,1800.0,,,128.0,3,3,2
925,Barbada 4,Endereço não disponível  Centro,,,Balneário Camboriú,1740.0,,,137.0,4,5,2
926,Apartamento em,Endereço não disponível  Centro,,,Balneário Camboriú,1360.0,,,128.0,2,2,1
927,Quadra mar,Endereço não disponível  Barra Sul,,,Balneário Camboriú,2300.0,,,140.0,3,3,2
928,Pré-lançamento apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,4130.0,,,284.0,4,4,3
929,Ap 2,Endereço não disponível  Centro,,,Balneário Camboriú,600.0,,,65.0,2,1,1
930,Apartamento,Rua 3130,125,Centro,Balneário Camboriú,2935.0,,,238.0,3,1,3
931,Cobertura,Endereço não disponível  Centro,,,Balneário Camboriú,24900.0,,,475.0,6,8,6
932,Apartamento encantador,Endereço não disponível  Centro,,,Balneário Camboriú,2900.0,,,130.0,3,4,2
933,Apartamento,Rua 2000,1380,Centro,Balneário Camboriú,734.0,,,61.0,2,1,1
934,Sala comercial,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1099.0,,,0.0,0,0,0
935,Casa,Alameda das Acácias,210,Praia das Taquaras,Balneário Camboriú,2950.0,,,350.0,3,5,2
936,Apartamento a,Avenida Atlântica,5900,Centro,Balneário Camboriú,6000.0,2200.0,8200.0,189.0,4,5,3
937,Apartamento novo,Endereço não disponível  Centro,,,Balneário Camboriú,6270.0,,,223.0,4,5,3
938,Loja comercial,Endereço não disponível  Centro,,,Balneário Camboriú,980.0,330.0,1310.0,0.0,0,0,0
939,Apartamento,Rua 3420  Centro,,,Balneário Camboriú,3400.0,1350.0,4750.0,138.0,3,4,3
940,Argos residence,Rua 3300,450,Centro,Balneário Camboriú,3500.0,,,147.0,4,4,4
941,Apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1300.0,560.0,1860.0,145.0,3,2,1
942,Apartamento para,Rua 3700,425,Centro,Balneário Camboriú,4500.0,,,186.0,3,4,3
943,Casa 3,Endereço não disponível  Nações,,,Balneário Camboriú,2200.0,,,325.0,5,6,2
944,Apartamento,Rua Érico Veríssimo,655,Praia dos Amores,Balneário Camboriú,1370.0,,,0.0,0,0,0
945,Apartamento,Endereço não disponível  Barra Sul,,,Balneário Camboriú,1230.0,480.0,1710.0,99.0,2,3,2
946,Apartamento,Rua 1400,20,Centro,Balneário Camboriú,5800.0,2000.0,7800.0,190.0,4,4,2
947,Apartamento,Avenida Atlântica,1330,Centro,Balneário Camboriú,15269.0,3655.0,18924.0,287.0,4,1,5
948,Apartamento,Avenida Brasil,1433,Centro,Balneário Camboriú,6325.0,,,485.0,4,6,3
949,Apartamento quadra,Rua 701,20,Centro,Balneário Camboriú,1150.0,661.0,1811.0,74.0,2,2,1
950,Edifício barão,Rua Noruega,55,Nações,Balneário Camboriú,600.0,206.0,806.0,51.0,1,1,1
951,Skyline apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,5100.0,,,150.0,4,1,4
952,Casa,Rua Libéria,235,Nações,Balneário Camboriú,1600.0,,,229.0,2,2,3
953,Apartamento,Avenida Atlântica,684,Centro,Balneário Camboriú,12890.0,,,288.0,4,5,4
954,Cobertura c/,Endereço não disponível  Barra Norte,,,Balneário Camboriú,2967.0,,,269.0,3,5,3
955,Apartamento,Avenida Brasil,3400,Centro,Balneário Camboriú,9895.0,,,343.0,6,8,3
956,Emmanuel residence,Rua 904,286,Centro,Balneário Camboriú,1500.0,,,131.0,3,3,1
957,01 suíte,Rua Cruz E Souza,198,Praia dos Amores,Balneário Camboriú,2200.0,,,175.0,3,2,3
958,Sala comercial,Rua Arthur Max Dôose,183,Pioneiros,Balneário Camboriú,1897.0,1040.0,2937.0,0.0,0,0,0
959,Casa,Rua Guará,80,Ariribá,Balneário Camboriú,1500.0,,,258.0,5,6,4
960,Apartamento 3,Rua 101,30,Centro,Balneário Camboriú,2990.0,1250.0,4240.0,122.0,3,4,3
961,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3000.0,,,278.0,4,4,4
962,"3 dormitórios,",Endereço não disponível  Centro,,,Balneário Camboriú,1350.0,,,127.0,3,2,2
963,Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,4433.0,,,170.0,4,6,3
964,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1025.0,,,120.0,2,1,1
965,Apartamento para,Rua 600,630,Centro,Balneário Camboriú,1060.0,350.0,1410.0,126.0,2,2,1
966,Apartamento,Rua 2412,82,Centro,Balneário Camboriú,5500.0,1400.0,6900.0,146.0,4,3,3
967,Apartamento para,Rua 904,286,Centro,Balneário Camboriú,1500.0,,,131.0,3,3,1
968,Apartamento para,Avenida Atlântica,1330,Centro,Balneário Camboriú,15269.0,,,287.0,4,1,5
969,Apartamento quadra,Endereço não disponível  Barra Sul,,,Balneário Camboriú,3400.0,,,517.0,5,6,3
970,Apartamento para,Rua 3310,77,Centro,Balneário Camboriú,1980.0,,,138.0,4,5,3
971,Apartamento alto,Endereço não disponível  Centro,,,Balneário Camboriú,2280.0,,,175.0,3,4,4
972,Belíssimo empreendimento,Avenida Santa Catarina,2210,Estados,Balneário Camboriú,781.0,,,75.0,2,2,1
973,Sun paradise,Rua 904,305,Centro,Balneário Camboriú,962.0,,,0.0,0,0,0
974,Apartamento,Rua 101,30,Centro,Balneário Camboriú,2850.0,1250.0,4100.0,122.0,3,5,3
975,"Apartamento diferenciado,",Apartamento Diferenciado No Centro!  Centro,,,Balneário Camboriú,3205.0,,,182.0,4,5,3
976,Apartamento,Rua 57,16,Centro,Balneário Camboriú,5134.0,,,170.0,4,5,4
977,Apartamento 3,Avenida Osmar de Souza Nunes,88,Pioneiros,Balneário Camboriú,2100.0,,,130.0,3,4,2
978,Apartamento,Rua 3250  Centro,,,Balneário Camboriú,3875.0,,,194.0,4,2,2
979,Apartamento no,Rua 3200  Centro,,,Balneário Camboriú,1750.0,600.0,2350.0,112.0,3,3,2
980,Apartamento,Rua Edgar Linhares  Barra Sul,,,Balneário Camboriú,9700.0,,,237.0,4,5,4
981,Cobertura á,Rua 2870,,Centro,Balneário Camboriú,4450.0,1855.0,6305.0,340.0,4,3,3
982,Apartamento,Rua 3680,71,Centro,Balneário Camboriú,850.0,380.0,1230.0,88.0,2,1,1
983,Apartamento,Rua 1111  Centro,,,Balneário Camboriú,2950.0,,,142.0,3,4,3
984,Maison selenitá,Rua 1001  Centro,,,Balneário Camboriú,2800.0,,,0.0,4,4,3
985,Prédio,Rua 700,352,Centro,Balneário Camboriú,,,,0.0,0,0,0
986,Ap 4,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2850.0,,,142.0,4,4,2
987,Charmant residence,Endereço não disponível  Centro,,,Balneário Camboriú,3722.0,,,279.0,4,5,3
988,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1100.0,,,141.0,3,2,1
989,Apartamento para,R. Bibiano Santos,,Pioneiros,Balneário Camboriú,950.0,,,110.0,3,2,1
990,Terreno,Endereço não disponível  Centro,,,Balneário Camboriú,2200.0,,,0.0,0,0,0
991,Apartamento no,Avenida Atlântica,4950,Barra Sul,Balneário Camboriú,12000.0,,,194.0,4,4,4
992,Prédio,Avenida Brasil,1458,Centro,Balneário Camboriú,,,,0.0,0,0,0
993,Excelente apartamento,Rua 1201,493,Centro,Balneário Camboriú,3305.0,2000.0,5305.0,175.0,3,4,3
994,Apartamento a,Endereço não disponível  Centro,,,Balneário Camboriú,1690.0,564.0,2254.0,156.0,3,3,2
995,Apartamento no,Rua 1200,181,Centro,Balneário Camboriú,4500.0,,,194.0,3,4,2
996,Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,6800.0,,,212.0,3,4,2
997,Cosmopolitan residence,Rua 1131,200,Centro,Balneário Camboriú,2100.0,,,0.0,0,0,0
998,Apartamento 4,Rua 3150,3312,Centro,Balneário Camboriú,6000.0,2700.0,8700.0,504.0,4,5,3
999,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,3090.0,973.0,4063.0,209.0,3,4,2
1000,Edifício vintage,Endereço não disponível  Centro,,,Balneário Camboriú,1850.0,700.0,2550.0,135.0,3,3,3
1001,Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,2886.0,,,0.0,0,0,0
1002,Apto frente,Avenida Atlântica  Frente do Mar,,,Balneário Camboriú,4300.0,1500.0,5800.0,0.0,3,3,1
1003,Apartamento,Avenida Atlântica,238,Centro,Balneário Camboriú,11760.0,,,201.0,6,8,4
1004,| frente,Endereço não disponível  Centro,,,Balneário Camboriú,10700.0,,,461.0,4,5,4
1005,Casa 4,Rua 2500  Centro,,,Balneário Camboriú,1750.0,,,157.0,3,2,3
1006,Apartamento,Endereço não disponível  Barra Sul,,,Balneário Camboriú,16500.0,,,0.0,0,0,0
1007,Apartamento,Avenida Atlântica,5330,Centro,Balneário Camboriú,3800.0,1200.0,5000.0,110.0,3,2,2
1008,Prédio,Rua 3250,189,Centro,Balneário Camboriú,,,,0.0,0,0,0
1009,Ap 3,Endereço não disponível  Centro,,,Balneário Camboriú,1000.0,,,125.0,3,3,1
1010,Frente mar,Endereço não disponível  Frente do Mar,,,Balneário Camboriú,9950.0,2600.0,12550.0,236.0,4,5,4
1011,Apartamento 3,Rua 1922,131,Centro,Balneário Camboriú,3328.0,,,210.0,3,4,3
1012,Apartamento,Rua 700,352,Centro,Balneário Camboriú,2190.0,,,159.0,4,1,4
1013,Apartamento,Rua 3710,61,Centro,Balneário Camboriú,3273.0,,,160.0,4,5,4
1014,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,1600.0,,,0.0,0,0,0
1015,Apto frente,Endereço não disponível  Centro,,,Balneário Camboriú,3000.0,,,249.0,3,2,1
1016,Apartamento no,Avenida Atlântica  Barra Sul,,,Balneário Camboriú,8800.0,1800.0,10600.0,184.0,3,4,3
1017,Sala comercial,Endereço não disponível  Pioneiros,,,Balneário Camboriú,850.0,,,0.0,0,0,0
1018,Cobertura,Rua 2870,168,Centro,Balneário Camboriú,4450.0,1855.0,6305.0,225.0,4,4,3
